,0,1,2,3,4,5,6,7,8,9,10
179,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
180,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
181,1.0,8.833333333333334,0.0,0.0,1.0,0.9982517482517482,1.0,0.0,1.0,1.0,3.0
182,1.0,8.875,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
183,1.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
184,1.0,13.916666666666666,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9722222222222222,3.0
185,1.0,3.625,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
186,1.0,10.083333333333334,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
187,1.0,7.583333333333333,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0
188,1.0,10.916666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,1.0,11.083333333333334,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
190,1.0,13.708333333333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
191,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
192,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
193,1.0,24.791666666666668,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
194,1.0,5.083333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
195,1.0,9.333333333333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
196,1.0,9.625,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
197,1.0,8.041666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
198,1.0,2.2083333333333335,0.0,0.0,1.0,0.9845826687931951,1.0,0.0,1.0,1.0,4.0
199,1.0,13.166666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
200,1.0,5.833333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
201,1.0,20.75,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
202,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
203,1.0,16.708333333333332,0.0,0.0,1.0,0.9845826687931951,1.0,0.0,1.0,0.9722222222222222,5.0
204,1.0,12.833333333333334,1.0,1.0,1.0,0.9979550102249489,1.0,1.0,0.0,1.0,3.0
205,1.0,12.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9705882352941176,2.0
206,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
207,1.0,11.041666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
208,1.0,17.208333333333332,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
209,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
210,1.0,9.125,0.0,0.0,0.5306122448979592,1.0,1.0,1.0,1.0,0.9705882352941176,3.0
211,1.0,20.875,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
212,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
213,1.0,7.75,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
214,1.0,6.041666666666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
215,1.0,10.041666666666666,1.0,1.0,1.0,0.9959100204498977,1.0,1.0,1.0,0.9705882352941176,3.0
216,1.0,12.958333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
217,1.0,13.333333333333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
218,1.0,7.583333333333333,0.0,0.0,1.0,0.9979550102249489,1.0,1.0,1.0,1.0,2.0
219,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
220,1.0,10.958333333333334,1.0,1.0,0.5306122448979592,1.0,1.0,1.0,1.0,0.9705882352941176,3.0
221,1.0,9.041666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
222,1.0,7.791666666666667,1.0,1.0,1.0,0.9979550102249489,1.0,1.0,1.0,1.0,2.0
223,1.0,10.083333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
224,1.0,10.958333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
225,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
