,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
36,1.0,1.0,0.375,1.0,1.0,1.0,1.0,0.0,7.708333333333333,1.0,1.0,0.8421052631578947,0.0,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914040114613181,0.3,1.0,1.0,1.0,1.0,1.0,0.9692307692307692,1.0,9.0
37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
38,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.0,17.208333333333332,1.0,1.0,0.8947368421052632,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9942528735632183,0.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
39,1.0,1.0,0.35,1.0,1.0,1.0,1.0,0.2857142857142857,5.375,1.0,1.0,0.8947368421052632,0.0,0.0,1.0,0.6666666666666666,1.0,0.8571428571428571,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.628099173553719,0.4,1.0,1.0,1.0,1.0,1.0,0.9692307692307692,1.0,10.0
40,1.0,1.0,0.325,1.0,1.0,1.0,1.0,0.25,26.791666666666668,1.0,1.0,0.7368421052631579,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
43,1.0,1.0,0.325,1.0,1.0,1.0,1.0,0.0,55.0,1.0,0.0,0.8421052631578947,0.0,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9692307692307692,1.0,8.0
44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
49,1.0,1.0,0.325,1.0,1.0,1.0,1.0,0.25,17.625,1.0,1.0,0.7894736842105263,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
51,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.25,8.083333333333334,1.0,1.0,0.8421052631578947,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0
52,1.0,1.0,0.3,1.0,1.0,1.0,1.0,0.25,18.5,1.0,1.0,0.7368421052631579,0.0,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9692307692307692,1.0,7.0
53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
56,1.0,1.0,0.3,1.0,1.0,1.0,1.0,0.5,30.791666666666668,1.0,1.0,0.8421052631578947,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9844357976653697,0.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
57,1.0,1.0,0.325,1.0,1.0,1.0,1.0,0.25,8.791666666666666,1.0,1.0,0.7894736842105263,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
58,1.0,1.0,0.325,1.0,1.0,1.0,1.0,0.2222222222222222,4.666666666666667,1.0,1.0,0.8421052631578947,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
59,1.0,1.0,0.325,1.0,1.0,1.0,1.0,0.0,13.166666666666666,1.0,1.0,0.8421052631578947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9973136333109469,0.375,1.0,0.35294117647058826,0.0,1.0,1.0,1.0,1.0,8.0
60,1.0,1.0,0.325,1.0,1.0,1.0,1.0,0.3333333333333333,5.25,1.0,1.0,0.7894736842105263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0
61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,13.583333333333334,1.0,1.0,0.8421052631578947,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986568166554735,0.375,1.0,0.35294117647058826,0.0,1.0,1.0,0.9722222222222222,1.0,10.0
62,1.0,1.0,0.375,1.0,1.0,1.0,1.0,0.3333333333333333,10.125,1.0,1.0,0.7894736842105263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.0,1.0,1.0,1.0,1.0,6.0
63,1.0,1.0,0.35,1.0,1.0,1.0,1.0,0.6666666666666666,3.875,1.0,1.0,0.7894736842105263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9557093425605536,0.35,1.0,0.625,0.0,1.0,1.0,1.0,1.0,8.0
64,1.0,1.0,0.325,1.0,1.0,1.0,1.0,0.3333333333333333,8.916666666666666,1.0,1.0,0.8947368421052632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9942897930049964,0.325,1.0,0.375,0.0,1.0,1.0,1.0,1.0,8.0
65,1.0,1.0,0.375,1.0,1.0,1.0,1.0,0.2857142857142857,19.125,1.0,1.0,0.8421052631578947,0.0,0.0,0.35,0.6666666666666666,0.08,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.10526315789473684,1.0,1.0,0.9971448965024983,0.4,1.0,0.0,0.0,1.0,1.0,0.9722222222222222,1.0,15.0
66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,10.625,1.0,1.0,0.7368421052631579,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0
68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.916666666666667,1.0,1.0,0.7894736842105263,0.0,0.0,0.35,1.0,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10526315789473684,1.0,1.0,0.9967891544773457,0.3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0
69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.666666666666668,1.0,1.0,0.7894736842105263,0.0,0.0,0.35,1.0,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10526315789473684,1.0,1.0,0.9992867332382311,0.325,1.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0
70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,7.75,1.0,0.0,0.7894736842105263,0.0,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985734664764622,0.25,1.0,1.0,0.0,1.0,1.0,0.9722222222222222,1.0,10.0
72,1.0,1.0,0.35,1.0,0.0,1.0,1.0,0.0,3.8333333333333335,1.0,1.0,0.8421052631578947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5882352941176471,0.0,1.0,1.0,1.0,1.0,7.0
73,1.0,1.0,0.35,1.0,1.0,1.0,1.0,0.0,17.458333333333332,1.0,1.0,0.7894736842105263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0
74,1.0,1.0,0.3,1.0,0.0,1.0,1.0,0.0,6.666666666666667,1.0,1.0,0.8421052631578947,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5882352941176471,0.0,1.0,1.0,0.975609756097561,1.0,10.0
75,1.0,1.0,0.3,1.0,1.0,1.0,1.0,0.3333333333333333,9.958333333333334,1.0,1.0,0.7894736842105263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
76,1.0,1.0,0.375,1.0,0.0,1.0,1.0,0.0,7.333333333333333,1.0,1.0,0.8947368421052632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5882352941176471,0.0,1.0,1.0,1.0,1.0,7.0
77,1.0,1.0,0.35,1.0,1.0,1.0,1.0,0.2857142857142857,16.625,1.0,1.0,0.7368421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975186104218362,0.3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0
78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
79,1.0,1.0,0.375,1.0,1.0,1.0,1.0,0.5,9.5,1.0,1.0,0.7368421052631579,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.975609756097561,1.0,8.0
80,1.0,1.0,0.3,1.0,1.0,1.0,1.0,0.5,8.458333333333334,1.0,1.0,0.8947368421052632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
81,1.0,1.0,0.425,1.0,0.0,1.0,1.0,0.25,14.0,1.0,1.0,0.8421052631578947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5882352941176471,0.0,1.0,1.0,1.0,1.0,7.0
82,1.0,1.0,0.325,1.0,1.0,1.0,1.0,0.5,9.0,1.0,1.0,0.8421052631578947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
