assigned_id,nb_assigned_ids,nb_fingerprints,ownership,id_ownership
84d3f88a-8635-4a06-bf7b-bec14bebca07,1,2,1.000000,8d7e30ed-2eb2-48c9-ad99-3d0e8cf03e99
c72de985-1ff8-452b-b218-9bac6610263f,1,7,1.000000,8b10f12f-516a-44ee-9e79-134d040d1ef4
d9e1db93-37f7-477b-a310-fbcd4fe93948,1,1,1.000000,18812d7d-3e1e-4084-ad30-79ac968a2fa5
2a131a0a-026e-4bf2-978f-08dc32c8ee5c,1,1,1.000000,d4be492d-c9ee-46a0-b1ab-076386b61b85
2e494793-1bcc-4cc8-8dfc-b1d1b60bbd00,1,2,1.000000,7f683754-6c34-4de6-b54f-367de9daf770
b3ae0263-344b-4301-bf26-0cff7cfb9b6b,1,1,1.000000,5fe18d2a-1ec2-4075-adfc-637e282721b4
180074a3-cc95-4f76-9265-87ce2115c632,1,12,1.000000,1f84d45e-8689-42bf-9ad5-0f9c8753fbde
24172858-39a5-4f8c-8db9-fb8795dbd80d,1,2,1.000000,2bef0281-b2d9-41ac-967c-45835e5ba8c0
07e88f37-5433-4e53-a1bf-867df1e8727d,1,4,1.000000,595525a1-8ff1-493d-bdef-74ecb74d182b
7558d143-842e-4597-b7b2-f53220040450,1,2,1.000000,a1e159d8-57d0-47b8-9d45-24df63d3595a
2f8eebda-83c2-4e55-abe0-5c1d53141a0c,1,3,1.000000,768f8c65-6279-4be8-98a6-af3595dc5f5f
d613e627-f4e3-4df3-ab7c-8b0516cc3560,1,2,1.000000,68942969-0475-4a26-931b-d1d8043a659c
240909c4-9c1d-43e5-9cd5-6536c9218e8e,1,2,1.000000,efca79c2-0b12-4ce7-a28f-68ad9193990d
a0ec19af-1e08-46b8-b1fd-927162e93341,1,4,1.000000,2847c646-a1c3-45b5-815f-46681e3db9c1
cea20396-0dd1-4474-9534-8d29eb8c1aa4,1,2,1.000000,adf5227c-74ef-49bf-b9fc-2fb8cf302732
7038742c-7143-4901-990f-bcfe50f37877,1,4,1.000000,b811ccd0-a9ef-40ef-8326-d8efbf85e50f
a576408a-02e3-4a06-af8e-bec7416f39cb,1,2,1.000000,06b6d1b3-dda3-4743-96f5-a45079ab6996
629cb85a-f283-465d-9d23-fb9fc1198ef9,1,2,1.000000,0062535e-d9ab-4cb0-ae8f-79133b440129
