assigned_id,nb_assigned_ids,nb_fingerprints,ownership,id_ownership
0a86200f-de0a-4332-b2b7-a80f02260c8f,1,7,1.000000,8d7e30ed-2eb2-48c9-ad99-3d0e8cf03e99
7d253773-83bd-4c1b-8e5f-4ed00e594196,1,3,1.000000,8b10f12f-516a-44ee-9e79-134d040d1ef4
ec2a6e2c-7d99-48e5-9785-4ef24fc7be5b,1,1,1.000000,18812d7d-3e1e-4084-ad30-79ac968a2fa5
17d51bba-18c1-42b7-b138-f6c625f85417,1,1,1.000000,d4be492d-c9ee-46a0-b1ab-076386b61b85
f605196a-af23-4909-a4cb-d5761f5e27a0,1,2,1.000000,7f683754-6c34-4de6-b54f-367de9daf770
dd15804c-71ef-40b8-83fb-cee1f8eafc57,1,1,1.000000,5fe18d2a-1ec2-4075-adfc-637e282721b4
2c3b680d-7310-47f3-ac00-3cf9f3b43c33,1,1,1.000000,1f84d45e-8689-42bf-9ad5-0f9c8753fbde
063a94c0-9bb3-44ad-bad5-668d5667878c,1,3,1.000000,2bef0281-b2d9-41ac-967c-45835e5ba8c0
730900e6-d9e5-49e3-bb4e-6d5a2520d9f2,1,1,1.000000,595525a1-8ff1-493d-bdef-74ecb74d182b
7cdf5ee0-6d1d-4754-85ed-18d07a9f04a3,2,2,0.500000,a1e159d8-57d0-47b8-9d45-24df63d3595a
32a5427e-6e3f-4a6c-941f-1c88df4b3e02,1,2,1.000000,768f8c65-6279-4be8-98a6-af3595dc5f5f
928c401c-6087-4c61-b95c-7468acce943f,1,1,1.000000,68942969-0475-4a26-931b-d1d8043a659c
739003ac-0cea-4c9b-98cf-bbf07018d44a,1,4,1.000000,efca79c2-0b12-4ce7-a28f-68ad9193990d
37f19b62-834b-40b2-b253-84b9fda5a9ec,1,1,1.000000,2847c646-a1c3-45b5-815f-46681e3db9c1
b55b2764-be71-4658-b4ea-b5af782f0295,1,7,1.000000,adf5227c-74ef-49bf-b9fc-2fb8cf302732
4f6c7dc4-8c0b-4be5-b3a2-00aef44b6284,1,2,1.000000,b811ccd0-a9ef-40ef-8326-d8efbf85e50f
a19ba6d5-f9d4-40c6-b023-775d13d81847,1,2,1.000000,06b6d1b3-dda3-4743-96f5-a45079ab6996
b3006fa2-7c5c-485b-b566-b131ae3d99c3,1,9,1.000000,0062535e-d9ab-4cb0-ae8f-79133b440129
3e3abbd6-bd41-4b38-9fa6-8c934352babb,1,2,1.000000,2c383b80-2256-4ece-81d4-c81290a10a14
39f44dbe-0c2b-4f0c-aa51-9629afd9a2b0,1,1,1.000000,98c881d4-c19a-4d67-b99a-238515d05638
4970b2f1-6e25-4fdb-8e32-e6263fb1af16,2,4,0.750000,b598bd23-8da8-4ecf-8ed7-f22321137698
fb6a8156-92c2-4e90-8bb3-616b8a702427,1,8,1.000000,f61809d2-a428-4a2c-81e4-461ea9908687
c2681906-a17d-4e33-927a-6da286fca18c,1,2,1.000000,e99b3521-4e62-4230-b899-85c9dbed1921
55abc310-4902-4768-a974-b1d7eaf7158a,1,1,1.000000,6c1f708c-f3e9-4d9e-a0ae-311ba42c139a
0c58e1b7-ae23-43a3-8f21-d75a3ae142a8,1,2,1.000000,c28aa37d-571e-4b43-bf01-aa14eeb765e7
6327bc10-6683-4042-924e-dc7de56c4b5c,1,8,1.000000,a7f1b3c9-e8d6-4ed4-a7c3-2a17b414596a
2e3e0cbf-4621-40e5-b975-dc52de7dfcbf,1,1,1.000000,5d6b65a6-6a87-4085-900c-575ab429c359
ccbb652b-e4e0-482a-90b4-a4f3b638a0ca,1,2,1.000000,ecd9aab5-ddc6-4cf9-97f2-03e3018e6076
ea2ae6d5-382c-40d5-ab9a-1641493f203a,1,3,1.000000,bd02a352-b7dd-4dbf-a0df-245aab548fe9
3cd2ba2e-56a4-402b-a5c4-241b8e4fe3ce,1,1,1.000000,1d39f953-a08e-494e-acf6-e594832b010a
d2476bc1-49b0-4481-a930-16bb1f4cf5c5,1,1,1.000000,c33e02f8-4665-4d6c-8781-4a5c991889da
2b3b9358-f640-42c9-8118-df1bce38a1ac,1,1,1.000000,d7969eaf-cd67-4ac5-b060-393d864f8525
1d7e6cf3-e45b-4847-9efe-69404098d3c0,1,5,1.000000,9a750eec-46c2-4720-b481-a0d6f03af47b
2d4f8a32-391c-4307-a159-8d0355409491,1,1,1.000000,1a2a7fa6-a936-4e87-a513-50ea19f0483e
1978910f-83b4-4bbe-99d9-9731b4dbeef8,1,8,1.000000,2657b615-04b0-4c11-8343-1245c9c07676
2bbe0709-57a8-4f7f-8ebd-5b59425ac0ea,1,5,1.000000,3284e414-8b55-431b-996f-5e5cf9e96ed9
0934b511-e943-4da2-848b-d75ac581b4c0,1,1,1.000000,7ce6f4e7-3343-4519-8d80-7b97f0fa9e57
123f8302-d705-4f83-b168-3cd498adab7d,1,4,1.000000,6bbe076c-62a2-4eae-9e57-e45c85c909b2
22cd8b0c-b310-4aaf-a436-03a3950b91ff,1,1,1.000000,ad30762b-ff39-441d-a0f7-d388fcb65c5d
6a756a28-6e6f-4fdf-b512-351de3b2cfcc,1,1,1.000000,5ac34c91-a3b4-4a11-a940-a4babf02057f
94632361-bd01-4a71-8f5a-e3e5bc98d6ff,1,1,1.000000,6703acf0-f2c1-4b80-a158-fbbe091d3948
97a68a76-6c4c-4dad-9d5e-339a38cafa56,1,1,1.000000,a3f79161-ce4f-4ec0-9c53-67b5d89375d4
5a74b423-be76-4703-9616-e7130958d21e,1,1,1.000000,bb86048e-c4fd-4bc1-8fda-a4fb5b391a14
d36dd0bd-6015-4acc-94cf-fd8c0400ddf4,1,7,1.000000,1729815c-0eca-4350-ab5c-5ce2c530fcd4
e3bcfe58-5f3f-4fb1-801d-5870a242587d,1,1,1.000000,8e7f3b7f-2631-4b94-a2ae-31e8f02f07cd
f65cb808-2fc2-4db4-9e60-160f2764d3c3,1,1,1.000000,f4f25187-82c7-4265-9bf9-71bc8ed1701f
60133cbf-2104-476f-bf2b-b18507601d9c,1,1,1.000000,be62454c-9208-4099-9ed2-02aa2de09509
7a36d4fa-5357-4131-af0c-6cc186780332,1,2,1.000000,b31c10f0-ddb3-4d3f-b6b1-6ac865523ec8
c74d66b7-3ee4-43af-a667-a2842a10fe62,1,7,1.000000,30f64336-9100-4dbf-b67b-4a2096a38da9
735dc645-a65b-4388-9c00-f8b7b0827804,1,1,1.000000,5e3d6bde-1451-4103-89a6-c67d81f63ed6
26ba14b1-449b-40e7-94f8-17e976078834,1,1,1.000000,849e3617-6a09-4b25-8eb9-efdae87a793c
3df87166-b89a-40e7-9371-116ced9323cc,1,3,1.000000,8e72a8bd-ae9b-460b-9573-aba4b21efb12
8fa52ad4-5c76-4195-820e-926f6d139a32,1,7,1.000000,17b99863-8bfd-492d-8451-374fd7cde36c
fd279a8e-bd64-4ec4-a321-3acf6a0ea31a,2,8,0.500000,628a06f1-ca1e-4e6e-9b38-5e23da554b53
c02dc965-4e24-49cd-9913-8cc7bf408122,1,2,1.000000,15f3a523-0299-4249-8ccc-fee0b320040f
e2058004-379d-44ff-801f-cc07d2d6fe80,1,1,1.000000,8a0fe7de-deff-4ffa-acbf-192cb2d37b39
9866f5fa-5a17-4d67-85a3-d957b3937bd4,1,1,1.000000,1bc74fba-d84b-4bcc-9386-cb329e96d9e3
4eb5033f-40bf-4dad-90fc-02b9870db07b,1,1,1.000000,553ad3d4-3bb0-43b3-ad8a-356e97057a27
57a279f0-ad39-4b5c-9c4f-f857291ae067,1,1,1.000000,c17f5405-360e-43d7-9b50-bccf6faf2207
f8325c80-d997-4904-8dfb-cd1dc1391116,1,1,1.000000,3080614b-46eb-4c0d-b1ff-b9dc13bbc44b
2a179919-00a4-4256-b70e-52da15a4bfd0,1,1,1.000000,b10b18e5-cc00-4fd7-9fba-b538c181d05b
d957b847-6487-491d-8ba3-d5946f854c35,1,3,1.000000,4f84b332-20fa-45e8-b9e0-e9fd0839492a
93d0c781-2194-427c-bd59-4d402b08640d,1,1,1.000000,5e1920ed-d676-4151-a8ff-1153e7b7561f
32d749a7-7ff5-43ce-bfab-ab39e92a4bd7,1,1,1.000000,68e7ae29-15ff-402c-adc1-76d5a932c984
79ba3b9c-3f33-4d78-8350-d458f4891749,1,6,1.000000,e51675c9-0801-4428-adc3-cf4b532be589
cd0c8805-2851-49b6-b150-edd7cca6f0ec,1,1,1.000000,b34a8c1a-f43f-4635-9799-9891ed21239a
138fc3d9-ac1c-4bfd-85b8-cfc782cb0d80,1,4,1.000000,142269c1-304f-434d-be4c-cbe566ba1379
1f27d6df-b7b2-4e19-a5c0-3a961b5aa51d,1,1,1.000000,b8f4eb79-baaf-442b-ada2-5bcd5cf89df4
ad449157-3190-44d4-8d8a-acf56e135825,2,4,0.750000,15c7af42-87ad-4bc8-92fa-52ae8f2040fa
0901fce5-9ce2-4588-8476-3a44d5c92cd2,1,1,1.000000,8537fdf9-7619-499b-b288-a3cfa1ee546f
db728817-abbd-40c8-88c0-dee59ae6e117,1,2,1.000000,a06a6baa-a68b-42fe-a709-0053627f90d7
0c771334-c48c-4d5d-a206-b896c866dde8,1,8,1.000000,5e5bd954-ae5a-4f7d-a16b-85bc7f3203e5
5d9e076d-2fca-4e69-b960-8199093e1c76,1,8,1.000000,4f2ed62c-2a18-4888-86c1-aa01ba21b64f
bafe7c1b-6e2d-4dfe-864e-146e24e8d55b,1,1,1.000000,be47e9a1-0600-40bc-8360-0fc2c99c4ca2
e076c684-2319-40e5-9c1d-5d50dc2c4466,1,7,1.000000,21cbaff6-4d5f-4083-9edf-9523563b74ae
7d82c403-947f-4e17-b95b-4c9e1e94e43a,1,4,1.000000,4d49cfb2-841d-4a04-81cb-7d1b39a507b4
ae1120fe-92c1-4178-8ac2-b39263457876,1,5,1.000000,9a8ce184-8911-4e32-be51-261497e0d919
8e399060-8dee-4ab4-8cec-9a77a6cd7205,1,3,1.000000,49fcf025-22ca-4e4b-85b8-278b855e63b7
