assigned_id,nb_assigned_ids,nb_fingerprints,ownership,id_ownership
a44d8b40-0962-44b7-ad26-0bd0fae23a65,1,3,1.000000,8d7e30ed-2eb2-48c9-ad99-3d0e8cf03e99
ca4fcd7e-e26c-4caa-91ad-05b828750da6,1,4,1.000000,8b10f12f-516a-44ee-9e79-134d040d1ef4
9f10bebd-25a8-44dc-99fc-d80b914a6fdd,1,55,1.000000,18812d7d-3e1e-4084-ad30-79ac968a2fa5
cdd380e6-426d-4963-8877-1d9992deb12d,1,1,1.000000,d4be492d-c9ee-46a0-b1ab-076386b61b85
ed336b76-abf9-4baf-974a-9917719bd966,1,4,1.000000,7f683754-6c34-4de6-b54f-367de9daf770
f329e118-d97e-46dd-8ffa-34efd2312e55,4,8,0.375000,5fe18d2a-1ec2-4075-adfc-637e282721b4
71a4fb0c-0bc7-4b7c-a77d-0d5ad2331356,1,1,1.000000,1f84d45e-8689-42bf-9ad5-0f9c8753fbde
be0a697c-3491-4de5-9984-946832d9855d,2,17,0.588235,2bef0281-b2d9-41ac-967c-45835e5ba8c0
b3525b17-65d9-4789-a76e-c11a855c6e27,2,5,0.600000,8e7f3b7f-2631-4b94-a2ae-31e8f02f07cd
182055b7-8f0c-4302-a068-c26414f3b964,1,1,1.000000,a1e159d8-57d0-47b8-9d45-24df63d3595a
30f46d47-3452-4e98-9c44-351a77ee463d,1,1,1.000000,768f8c65-6279-4be8-98a6-af3595dc5f5f
bc742d8a-5528-498e-a468-7e852e8b7aff,1,1,1.000000,68942969-0475-4a26-931b-d1d8043a659c
f7ea9533-0f6c-46de-81e3-67c4a95fcfc9,1,4,1.000000,efca79c2-0b12-4ce7-a28f-68ad9193990d
06eea41e-ed3e-498a-b7ac-20aa66db8a0b,1,2,1.000000,2847c646-a1c3-45b5-815f-46681e3db9c1
16153ebe-7c9d-4842-ab61-efc51c9d25e3,1,1,1.000000,adf5227c-74ef-49bf-b9fc-2fb8cf302732
4cd79db6-fcd7-4443-9df2-677ffac1328e,1,6,1.000000,b811ccd0-a9ef-40ef-8326-d8efbf85e50f
07f4af57-08d3-4d91-8169-32554fd029c2,1,1,1.000000,06b6d1b3-dda3-4743-96f5-a45079ab6996
902ba36c-c030-4f69-b2cb-8270e380b3ff,1,1,1.000000,0062535e-d9ab-4cb0-ae8f-79133b440129
