assigned_id,nb_assigned_ids,nb_fingerprints,ownership,id_ownership
539270d5-39d9-430c-9a9a-e8879beaee91,1,18,1.000000,8d7e30ed-2eb2-48c9-ad99-3d0e8cf03e99
d304b1e7-e8a6-4b01-bd34-2912a8fb1a55,1,8,1.000000,8b10f12f-516a-44ee-9e79-134d040d1ef4
35841060-e93a-4411-8b8f-a85284c298b7,1,2,1.000000,18812d7d-3e1e-4084-ad30-79ac968a2fa5
7eb30a31-ea19-4ef2-b994-668c9d30872b,1,1,1.000000,d4be492d-c9ee-46a0-b1ab-076386b61b85
5f735e03-bad2-4ff9-932b-4d1da9297c35,1,5,1.000000,7f683754-6c34-4de6-b54f-367de9daf770
cfbba004-a556-4184-8716-f662f4f5df07,1,1,1.000000,5fe18d2a-1ec2-4075-adfc-637e282721b4
804b6544-4ed3-4447-8dd8-4865a059fd27,1,3,1.000000,1f84d45e-8689-42bf-9ad5-0f9c8753fbde
7f56d335-1ec4-49ca-a348-e60e88635692,1,8,1.000000,2bef0281-b2d9-41ac-967c-45835e5ba8c0
00613171-d863-4257-a624-33adbe5a6265,1,1,1.000000,595525a1-8ff1-493d-bdef-74ecb74d182b
cb6bacde-bf4a-4890-90c8-63374de793b7,4,14,0.428571,2f38656b-76d5-4b46-a81d-c90b96495673
f17cba2e-1ec8-4d7f-8795-dbcdc6230049,1,4,1.000000,768f8c65-6279-4be8-98a6-af3595dc5f5f
aa5db838-0ff6-4b97-b862-04080171ea2b,1,18,1.000000,68942969-0475-4a26-931b-d1d8043a659c
e1330e6b-0172-4662-a68c-721c01a7b670,1,11,1.000000,efca79c2-0b12-4ce7-a28f-68ad9193990d
605830d1-11df-485a-af59-20087176ddb3,1,1,1.000000,2847c646-a1c3-45b5-815f-46681e3db9c1
b0fccc26-49c0-4a41-8353-5698d510961d,1,20,1.000000,adf5227c-74ef-49bf-b9fc-2fb8cf302732
96382576-6977-46c1-8515-d921fe93dc17,1,4,1.000000,b811ccd0-a9ef-40ef-8326-d8efbf85e50f
c94f85b8-a2c2-4802-b311-31b4e8a18038,1,4,1.000000,06b6d1b3-dda3-4743-96f5-a45079ab6996
91156955-03c2-4b64-ab06-765e81d6b9d9,1,24,1.000000,0062535e-d9ab-4cb0-ae8f-79133b440129
b0d50c06-54c9-4a08-8f65-9c5b2ba3cb57,1,5,1.000000,2c383b80-2256-4ece-81d4-c81290a10a14
f877c055-0e36-4239-b7c7-05ddc9a0b007,1,1,1.000000,98c881d4-c19a-4d67-b99a-238515d05638
f79a2201-025f-49e0-8e81-06a9632e5c24,2,12,0.916667,b598bd23-8da8-4ecf-8ed7-f22321137698
f57ae272-d7c4-41f6-bc4a-18eaff9140ba,1,22,1.000000,f61809d2-a428-4a2c-81e4-461ea9908687
0d35fceb-1dd6-4ec3-92b9-7b9c77590c79,1,4,1.000000,e99b3521-4e62-4230-b899-85c9dbed1921
93682346-2763-44bb-9eb0-24e810752373,1,4,1.000000,6c1f708c-f3e9-4d9e-a0ae-311ba42c139a
b26b2c0e-3943-4c19-a7ac-7c429e6e9975,1,5,1.000000,c28aa37d-571e-4b43-bf01-aa14eeb765e7
fe317f7a-faca-47af-92be-2ccd0aaf3251,1,21,1.000000,a7f1b3c9-e8d6-4ed4-a7c3-2a17b414596a
e7838bdb-1230-42cd-9dda-03b6266c9217,1,3,1.000000,5d6b65a6-6a87-4085-900c-575ab429c359
6d39aa5b-15a9-4579-a221-7dd1d2059096,1,4,1.000000,ecd9aab5-ddc6-4cf9-97f2-03e3018e6076
c8ed2448-5d0d-4cda-a83d-06305503e047,1,8,1.000000,bd02a352-b7dd-4dbf-a0df-245aab548fe9
812e070e-543a-43f3-8d45-f030f5d88611,2,21,0.571429,1d39f953-a08e-494e-acf6-e594832b010a
f74256c9-9650-468b-a679-7b397c08c492,1,1,1.000000,c33e02f8-4665-4d6c-8781-4a5c991889da
d1d7b1b1-6d83-463e-aa86-ba3af36095e1,1,1,1.000000,d7969eaf-cd67-4ac5-b060-393d864f8525
ab6934e7-2d54-4d57-a138-d766d83bbe62,1,14,1.000000,9a750eec-46c2-4720-b481-a0d6f03af47b
8243cc15-ce46-4b66-91fe-b81044cd3e76,1,3,1.000000,1a2a7fa6-a936-4e87-a513-50ea19f0483e
3088d664-3e6b-4cce-aa3d-9992aca97173,1,23,1.000000,2657b615-04b0-4c11-8343-1245c9c07676
00e29704-634a-4b32-b4c2-201f2c21e754,1,13,1.000000,3284e414-8b55-431b-996f-5e5cf9e96ed9
3d23a920-4768-491c-80d2-5e1d3c6aed68,1,1,1.000000,7ce6f4e7-3343-4519-8d80-7b97f0fa9e57
f08b4068-0308-42ed-b5ae-40273bf1da19,1,10,1.000000,6bbe076c-62a2-4eae-9e57-e45c85c909b2
d588b037-0de0-48c4-b625-000523a9c2ef,1,1,1.000000,ad30762b-ff39-441d-a0f7-d388fcb65c5d
d0db36b4-c5d5-4231-b0f3-e895c8fe23cf,1,1,1.000000,5ac34c91-a3b4-4a11-a940-a4babf02057f
c72e48e2-bc8e-40f0-91a2-d7b2d0d3669f,1,1,1.000000,6703acf0-f2c1-4b80-a158-fbbe091d3948
6414f439-fa2a-4c3a-8ab3-fc47c47298dc,1,1,1.000000,a3f79161-ce4f-4ec0-9c53-67b5d89375d4
